#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
625729880|2023-02-06T08:12:55.731|35.6594|35.3547|22.5|ISC|ISC|ISC|637583299|Mws|3.92|GSI|Jordan-Syria region|earthquake
625614291|2023-02-06T08:52:37.852|37.4882|37.1624|11.8|ISC|ISC|ISC|637583315|MW|4.60|AFAD|Turkey|earthquake
625616586|2023-02-06T08:58:35.122|38.0539|38.3258|7.3|ISC|ISC|ISC|637583316|MW|4.50|AFAD|Turkey|earthquake
625638577|2023-02-06T09:21:00.927|38.0048|38.1485|2.8|ISC|ISC|ISC|637583324|MW|4.40|AFAD|Turkey|earthquake
625614296|2023-02-06T09:23:45.154|36.8841|36.4151|10.2|ISC|ISC|ISC|637583325|MW|4.60|AFAD|Jordan-Syria region|earthquake
642689043|2023-02-06T09:36:16.936|37.2848|36.8486|8.7|ISC|ISC|ISC|637583330|MW|4.70|AFAD|Turkey|earthquake
625638578|2023-02-06T09:48:44.436|38.8407|39.5080|8.9|ISC|ISC|ISC|637583332|mb|4.08|ISC|Turkey|earthquake
625729900|2023-02-06T10:07:38.096|35.5791|35.3871|10.0|ISC|ISC|ISC|637583341|Mws|3.99|GSI|Jordan-Syria region|earthquake
625674054|2023-02-06T10:12:15.597|38.0835|38.4005|3.7|ISC|ISC|ISC|637583342|MW|4.30|AFAD|Turkey|earthquake
625614289|2023-02-06T10:24:48.821|38.0134|37.1833|8.3|ISC|ISC|ISC|637583345|MW|7.70|GCMT|Turkey|earthquake
625616359|2023-02-06T10:26:46.622|38.2963|38.2412|5.4|ISC|ISC|ISC|637583346|mb|5.99|ISC|Turkey|earthquake
626661309|2023-02-06T10:30:27.800|37.9745|36.3452|13.6|ISK|ISK|ISK|620353558|ML|4.80|ISK|Turkey|earthquake
625614298|2023-02-06T10:32:08.621|38.0556|37.2270|12.3|ISC|ISC|ISC|637583347|mb|5.23|ISC|Turkey|earthquake
642689049|2023-02-06T10:33:42.000|38.1260|37.8560|6.9|AFAD|AFAD|AFAD|637574516|ML|4.90|AFAD|Turkey|earthquake
625614275|2023-02-06T10:34:49.061|37.9975|37.3784|10.0|ISC|ISC|ISC|637583348|mb|4.45|ISC|Turkey|earthquake
625729902|2023-02-06T10:35:58.603|38.1655|37.8945|4.2|ISC|ISC|ISC|637583351|Mws|5.84|GSI|Turkey|earthquake
625729904|2023-02-06T10:38:56.476|38.0235|37.6055|0.7|ISC|ISC|ISC|637583352|mb|4.51|ISC|Turkey|earthquake
625729905|2023-02-06T10:41:13.941|38.0203|36.4206|4.6|ISC|ISC|ISC|637583353|mb|4.14|ISC|Turkey|earthquake
625729906|2023-02-06T10:42:39.000|38.2190|38.0600|14.7|AFAD|AFAD|AFAD|637574511|ML|4.50|AFAD|Turkey|earthquake
642689050|2023-02-06T10:43:25.649|38.1093|37.2467|10.0|ISC|ISC|ISC|637583354|mb|4.56|ISC|Turkey|earthquake
625638581|2023-02-06T10:44:46.439|38.1552|37.8272|3.2|ISC|ISC|ISC|637583355|mb|4.57|ISC|Turkey|earthquake
625729907|2023-02-06T10:46:55.841|38.0998|36.8806|3.4|ISC|ISC|ISC|637583356|mb|4.64|ISC|Turkey|earthquake
625729910|2023-02-06T10:47:41.524|38.0613|36.6640|6.0|ISC|ISC|ISC|637583357|mb|4.60|ISC|Turkey|earthquake
625614294|2023-02-06T10:50:35.265|38.0279|37.7897|9.0|ISC|ISC|ISC|637583358|mb|4.31|ISC|Turkey|earthquake
625729911|2023-02-06T10:50:56.403|37.7493|37.9078|8.0|ISC|ISC|ISC|637583359|mb|4.41|ISC|Turkey|earthquake
625729915|2023-02-06T10:51:07.499|37.7994|37.8741|10.0|ISC|ISC|ISC|637583360|mb|4.38|ISC|Turkey|earthquake
