#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
616046063|2019-07-06T05:41:32.220|35.7805|-117.5892|5.2|PAS|NEIC|NEIC|612673712|ML|3.80|NEIC|Central California|earthquake
616600000|2019-07-06T05:43:23.000|35.8675|-117.7242|9.7|PAS|NEIC|NEIC|612673714|ML|3.20|NEIC|Central California|earthquake
616600009|2019-07-06T05:52:05.420|35.6063|-117.3998|4.6|PAS|NEIC|NEIC|612673726|ML|3.50|NEIC|Central California|earthquake
616046527|2019-07-06T05:58:17.562|35.9346|-117.6884|0.5|ISC|ISC|ISC|615541688|mb|4.40|ISC|Central California|earthquake
616600011|2019-07-06T05:59:44.200|35.7363|-117.5693|2.7|PAS|NEIC|NEIC|612673730|ML|3.80|PAS|Central California|earthquake
616314085|2019-07-06T06:00:57.840|35.5563|-117.3432|3.2|PAS|NEIC|NEIC|612673732|ML|3.60|NEIC|Central California|earthquake
616600012|2019-07-06T06:01:52.031|35.9007|-117.7244|9.0|ISC|ISC|ISC|615541691|Mwr|4.50|NEIC|Central California|earthquake
616600016|2019-07-06T06:04:34.140|35.8855|-117.7105|2.8|PAS|NEIC|NEIC|612673740|ML|3.40|NEIC|Central California|earthquake
620829388|2019-07-06T06:07:08.740|35.5760|-117.3622|3.0|PAS|NEIC|NEIC|612673744|ML|3.30|NEIC|Central California|earthquake
616046061|2019-07-06T06:12:52.230|35.5644|-117.3669|7.9|ISC|ISC|ISC|615541694|mb|4.04|ISC|Central California|earthquake
620829373|2019-07-06T06:18:11.330|35.9208|-117.6785|7.7|PAS|NEIC|NEIC|612673761|ML|3.30|NEIC|Central California|earthquake
616600024|2019-07-06T06:31:00.640|35.8715|-117.6858|1.7|PAS|NEIC|NEIC|612673777|ML|3.70|NEIC|Central California|earthquake
616600026|2019-07-06T06:31:55.450|35.8925|-117.7232|4.3|PAS|NEIC|NEIC|612673779|ML|3.40|NEIC|Central California|earthquake
616600033|2019-07-06T06:47:08.090|35.7870|-117.6193|3.0|PAS|NEIC|NEIC|612673794|ML|3.40|NEIC|Central California|earthquake
616600038|2019-07-06T06:53:09.890|35.6705|-117.4930|1.4|PAS|NEIC|NEIC|612673804|ML|3.40|NEIC|Central California|earthquake
616600043|2019-07-06T07:03:14.780|35.6528|-117.5367|8.0|PAS|NEIC|NEIC|612673814|ML|3.40|NEIC|Central California|earthquake
616600046|2019-07-06T07:05:21.070|35.8882|-117.7327|5.8|PAS|NEIC|NEIC|612673820|ML|3.50|NEIC|Central California|earthquake
616314096|2019-07-06T07:15:26.440|35.7035|-117.5052|4.5|PAS|NEIC|NEIC|612673827|ML|3.50|NEIC|Central California|earthquake
616314100|2019-07-06T07:54:45.516|35.6951|-117.5200|2.1|ISC|ISC|ISC|615541725|mb|4.04|ISC|Central California|earthquake
616600057|2019-07-06T07:56:03.680|35.6728|-117.4743|1.9|PAS|NEIC|NEIC|612673854|ML|3.60|NEIC|Central California|earthquake
616600059|2019-07-06T08:10:50.060|35.9143|-117.7175|2.4|PAS|NEIC|NEIC|612673860|Mwr|3.60|PAS|Central California|earthquake
616600061|2019-07-06T08:28:33.730|35.6312|-117.4072|2.5|PAS|NEIC|NEIC|612673864|ML|3.30|NEIC|Central California|earthquake
616046083|2019-07-06T08:32:58.103|35.6013|-117.4887|8.1|ISC|ISC|ISC|615541732|Mwr|4.60|NEIC|Central California|earthquake
620829375|2019-07-06T08:59:55.720|35.6022|-117.3878|6.7|PAS|NEIC|NEIC|612673887|ML|3.80|PAS|Central California|earthquake
616046085|2019-07-06T08:59:57.751|35.5274|-117.3815|6.7|ISC|ISC|ISC|615541736|Mwr|4.00|PAS|Central California|earthquake
616600084|2019-07-06T09:28:29.959|35.8786|-117.7153|10.0|ISC|ISC|ISC|615541741|MW|5.01|GCMT|Central California|earthquake
616600086|2019-07-06T09:29:20.970|35.8815|-117.7173|5.6|PAS|NEIC|NEIC|612673920|ML|4.60|NEIC|Central California|earthquake
616314108|2019-07-06T09:30:42.762|35.9031|-117.7329|10.0|ISC|ISC|ISC|615541743|Mwr|4.50|PAS|Central California|earthquake
616600089|2019-07-06T09:33:59.770|35.8903|-117.7250|3.8|PAS|NEIC|NEIC|612673926|ML|3.70|PAS|Central California|earthquake
616600098|2019-07-06T09:59:26.640|35.8773|-117.7083|5.9|PAS|NEIC|NEIC|612673946|Mwr|3.80|PAS|Central California|earthquake
616600108|2019-07-06T10:09:18.170|35.5705|-117.5198|8.9|PAS|NEIC|NEIC|612673960|ML|3.20|NEIC|Central California|earthquake
616314113|2019-07-06T10:48:24.542|35.5711|-117.3688|8.8|ISC|ISC|ISC|615541756|Mwr|4.00|PAS|Central California|earthquake
616600116|2019-07-06T10:49:48.610|35.9248|-117.7027|1.1|PAS|NEIC|NEIC|612673987|ML|3.30|NEIC|Central California|earthquake
620829390|2019-07-06T10:50:46.620|35.8632|-117.7088|7.4|PAS|NEIC|NEIC|612673989|ML|3.10|NEIC|Central California|earthquake
616600117|2019-07-06T11:06:43.634|35.7909|-117.6133|5.9|ISC|ISC|ISC|615541760|Mwr|3.80|PAS|Central California|earthquake
616314115|2019-07-06T11:15:21.394|35.6312|-117.4652|7.4|ISC|ISC|ISC|615541762|Mwr|3.70|PAS|Central California|earthquake
616314117|2019-07-06T11:53:09.183|35.8751|-117.7184|10.0|ISC|ISC|ISC|615541767|Mwr|4.10|PAS|Central California|earthquake
616600124|2019-07-06T12:04:59.420|35.8862|-117.7310|5.1|PAS|NEIC|NEIC|612674016|ML|3.50|NEIC|Central California|earthquake
616600127|2019-07-06T12:20:59.070|35.7600|-117.5815|7.7|PAS|NEIC|NEIC|612674020|ML|3.40|NEIC|Central California|earthquake
616600128|2019-07-06T12:29:19.930|35.8075|-117.5937|6.5|PAS|NEIC|NEIC|612674023|ML|2.90|NEIC|Central California|earthquake
616600137|2019-07-06T13:06:56.786|35.9140|-117.7024|10.0|ISC|ISC|ISC|615541782|Mwr|4.40|NEIC|Central California|earthquake
616314128|2019-07-06T13:43:18.883|35.5813|-117.4406|9.8|ISC|ISC|ISC|615541791|Mwr|3.60|PAS|Central California|earthquake
616600153|2019-07-06T15:22:26.680|35.9017|-117.7358|2.3|PAS|NEIC|NEIC|612674080|ML|3.10|NEIC|Central California|earthquake
616600159|2019-07-06T15:59:29.270|35.8807|-117.7007|2.1|PAS|NEIC|NEIC|612674093|ML|3.30|NEIC|Central California|earthquake
616600164|2019-07-06T16:38:01.350|35.5953|-117.3760|3.9|PAS|NEIC|NEIC|612674110|ML|2.90|NEIC|Central California|earthquake
616600166|2019-07-06T16:42:05.130|35.8773|-117.7165|3.0|PAS|NEIC|NEIC|612674114|ML|3.20|NEIC|Central California|earthquake
616600172|2019-07-06T17:41:33.156|35.8683|-117.7044|13.4|ISC|ISC|ISC|615541827|Mwr|3.90|NEIC|Central California|earthquake
616600176|2019-07-06T18:19:39.620|35.4472|-117.3270|4.0|PAS|NEIC|NEIC|612674142|ML|3.50|PAS|Central California|earthquake
